"","sample_1","sample_2","n_common_CpGs","spearman","pearson","median_abs_difference","mean_abs_difference","root_mean_square_difference","mean_signed_difference","mean_sample_1","mean_sample_2","sample_ID_1","mushroom_1","location_1","replicate_1","tissue_1","sample_ID_2","mushroom_2","location_2","replicate_2","tissue_2"
"110","NW3L","NW5SP",2523934,0.587660100776554,0.980233446694601,0,1.63185234211581,4.974382527923,0.015935479120468,9.82541638235583,8.46440291861712,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_northwest_2","northwest_5","northwest",5,"spore"
"111","NW3L","W3L",2494494,0.630076367697812,0.981500613783025,0,1.66128143045021,5.08524291179557,0.0284361338523017,9.82541638235583,9.53813703520306,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_west_1","west_3","west",3,"lamella"
"112","NW3L","NE5S",2368586,0.594879207336595,0.978250173399715,0,1.76898278596591,5.23530991184322,-0.0609807755622115,9.82541638235583,8.52353874445286,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"113","NW3L","NW3S",2162238,0.610343198745775,0.983789490759653,0,1.68264974774173,4.5877800934718,-0.123517593360882,9.82541638235583,8.68495915089529,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"114","NW3L","N2S",2380217,0.623539231792793,0.976936831411979,0,1.8416568379537,5.5652439525851,-0.278041275819863,9.82541638235583,8.92090702626311,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_north_1","north_2","north",2,"stipe"
"115","NW3L","W5SP",1998362,0.598293957057011,0.980140734053442,0,1.61758441138485,4.88056267146793,0.0180619523343924,9.82541638235583,8.04338692340584,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_west_2","west_5","west",5,"spore"
"116","W4L","W5L",2674148,0.633614756707783,0.985208169652908,0,1.56188344278305,4.63947793198517,-0.0520997574709975,9.99158621740444,9.85336732293851,"lamella_west_2","west_4","west",4,"lamella","lamella_west_3","west_5","west",5,"lamella"
"117","W4L","N2SP",2522518,0.596850286900447,0.981130116365825,0,1.60674460913343,4.88297332643264,-0.0159806395142811,9.99158621740444,8.42806324105631,"lamella_west_2","west_4","west",4,"lamella","spore_north_1","north_2","north",2,"spore"
"118","W4L","N4SP",2683328,0.610657023988844,0.982233943597056,0,1.66408342338797,5.03566265710286,0.0263049612273562,9.99158621740444,9.69140309024737,"lamella_west_2","west_4","west",4,"lamella","spore_north_3","north_4","north",4,"spore"
"119","W4L","N4S",2762728,0.600777520045317,0.97911025108945,0,1.85440582258277,5.58782681157854,-0.282090689097858,9.99158621740444,9.94254415228311,"lamella_west_2","west_4","west",4,"lamella","stipe_north_3","north_4","north",4,"stipe"
"120","W4L","NE3S",2772967,0.579830582296463,0.980526843304553,0,1.77480655152977,5.40236479092094,-0.171058849096929,9.99158621740444,10.1367314151562,"lamella_west_2","west_4","west",4,"lamella","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"121","W4L","NW4S",2530331,0.582187380752625,0.979008393000248,0,1.70188202517268,5.12857229228369,-0.146879871640158,9.99158621740444,8.29226100713483,"lamella_west_2","west_4","west",4,"lamella","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"122","W4L","N4L",2522913,0.638718909093512,0.982056093444797,0,1.64565601105679,5.07605433725311,-0.00227966982602502,9.99158621740444,9.7006902315444,"lamella_west_2","west_4","west",4,"lamella","lamella_north_3","north_4","north",4,"lamella"
"123","W4L","NE3L",2711466,0.627063093453647,0.982465513479151,0,1.62368676377076,5.05346844176468,-0.0259195206365957,9.99158621740444,9.86431564750248,"lamella_west_2","west_4","west",4,"lamella","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"124","W4L","NW5L",2762944,0.60512262403425,0.982741786543126,0,1.63608502566372,5.08814734756952,-0.00247336042441963,9.99158621740444,10.2442516271712,"lamella_west_2","west_4","west",4,"lamella","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"125","W4L","N3SP",2569538,0.599636147296462,0.981574251781752,0,1.61290980857232,4.90296829938927,-0.00617846389519577,9.99158621740444,8.72734335024228,"lamella_west_2","west_4","west",4,"lamella","spore_north_2","north_3","north",3,"spore"
"126","W4L","W3SP",2516892,0.603016340394026,0.986554931163796,0,1.49898976271348,4.18529330132648,0.034450441350046,9.99158621740444,8.7405607581908,"lamella_west_2","west_4","west",4,"lamella","spore_west_1","west_3","west",3,"spore"
"127","W4L","NW5S",2216233,0.621435750281985,0.977801208273801,0,1.77674145401768,5.404711679305,-0.159219420808481,9.99158621740444,8.69485725777494,"lamella_west_2","west_4","west",4,"lamella","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"128","W4L","NW4L",2677293,0.629296543099676,0.982152777849609,0,1.64755096861821,5.11417037922033,-0.00359052026869608,9.99158621740444,9.95883760618417,"lamella_west_2","west_4","west",4,"lamella","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"129","W4L","NE4SP",2260203,0.600590977788588,0.980387754884613,0,1.59198334195451,4.91564310005184,0.0385691851357057,9.99158621740444,8.20820749899239,"lamella_west_2","west_4","west",4,"lamella","spore_northeast_1","northeast_4","northeast",4,"spore"
"130","W4L","NW5SP",2517457,0.594709204172878,0.980653212984097,0,1.60279791143692,4.95069477344685,0.00594031116942361,9.99158621740444,8.46440291861712,"lamella_west_2","west_4","west",4,"lamella","spore_northwest_2","northwest_5","northwest",5,"spore"
"131","W4L","W3L",2490498,0.640751416910705,0.987315285354919,0,1.4895421172232,4.23917145681913,0.0138543444814639,9.99158621740444,9.53813703520306,"lamella_west_2","west_4","west",4,"lamella","lamella_west_1","west_3","west",3,"lamella"
"132","W4L","NE5S",2364613,0.602807525273362,0.978978367196521,0,1.73838791829211,5.18381678939999,-0.0771435209534836,9.99158621740444,8.52353874445286,"lamella_west_2","west_4","west",4,"lamella","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"133","W4L","NW3S",2159345,0.615466485592637,0.980630676181249,0,1.74818253533092,5.04542334580313,-0.137516402568783,9.99158621740444,8.68495915089529,"lamella_west_2","west_4","west",4,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"134","W4L","N2S",2377718,0.631450518922715,0.977294648288532,0,1.82338200689564,5.57291776994297,-0.292712663700055,9.99158621740444,8.92090702626311,"lamella_west_2","west_4","west",4,"lamella","stipe_north_1","north_2","north",2,"stipe"
"135","W4L","W5SP",1995270,0.605760073714587,0.98332950415573,0,1.52115040206426,4.4900990943724,0.00777701904916503,9.99158621740444,8.04338692340584,"lamella_west_2","west_4","west",4,"lamella","spore_west_2","west_5","west",5,"spore"
"136","W5L","N2SP",2503680,0.600811261881544,0.98076866351892,0,1.62751741278583,4.90709317786336,0.0272584235982231,9.85336732293851,8.42806324105631,"lamella_west_3","west_5","west",5,"lamella","spore_north_1","north_2","north",2,"spore"
"137","W5L","N4SP",2659703,0.61331426089288,0.98183749368575,0,1.68712242697878,5.06212018031332,0.0753677097734984,9.85336732293851,9.69140309024737,"lamella_west_3","west_5","west",5,"lamella","spore_north_3","north_4","north",4,"spore"
"138","W5L","N4S",2735750,0.602277862940161,0.978790410592118,0,1.86103183071837,5.56896142527383,-0.226761915879917,9.85336732293851,9.94254415228311,"lamella_west_3","west_5","west",5,"lamella","stipe_north_3","north_4","north",4,"stipe"
"139","W5L","NE3S",2745435,0.580527227560907,0.980111576581105,0,1.79050967806041,5.40651968686425,-0.115812001677591,9.85336732293851,10.1367314151562,"lamella_west_3","west_5","west",5,"lamella","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"140","W5L","NW4S",2510749,0.585445459201388,0.978777152554985,0,1.71067223185731,5.11507042557908,-0.102975455161995,9.85336732293851,8.29226100713483,"lamella_west_3","west_5","west",5,"lamella","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"141","W5L","N4L",2504983,0.642112708136864,0.981725645557106,0,1.66666282564769,5.09446380127184,0.0493848752292674,9.85336732293851,9.7006902315444,"lamella_west_3","west_5","west",5,"lamella","lamella_north_3","north_4","north",4,"lamella"
"142","W5L","NE3L",2687499,0.629203135748543,0.981925912099566,0,1.65328266933283,5.09787521366793,0.024643032412978,9.85336732293851,9.86431564750248,"lamella_west_3","west_5","west",5,"lamella","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"143","W5L","NW5L",2736251,0.606578739396015,0.982145181280944,0,1.66636578466761,5.14109169191669,0.0514710875695887,9.85336732293851,10.2442516271712,"lamella_west_3","west_5","west",5,"lamella","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"144","W5L","N3SP",2549897,0.603640255378694,0.981010014780284,0,1.63873985261881,4.95256802654441,0.0402690191699973,9.85336732293851,8.72734335024228,"lamella_west_3","west_5","west",5,"lamella","spore_north_2","north_3","north",3,"spore"
"145","W5L","W3SP",2499274,0.605686120902072,0.983919163480101,0,1.57668232211108,4.5583913219778,0.0783022750316739,9.85336732293851,8.7405607581908,"lamella_west_3","west_5","west",5,"lamella","spore_west_1","west_3","west",3,"spore"
"146","W5L","NW5S",2204249,0.625838269795832,0.97751144936378,0,1.78680828071714,5.40447444757844,-0.113894608181275,9.85336732293851,8.69485725777494,"lamella_west_3","west_5","west",5,"lamella","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"147","W5L","NW4L",2654642,0.631520532755161,0.981545657300118,0,1.67736884934377,5.16802737731795,0.0494764618020703,9.85336732293851,9.95883760618417,"lamella_west_3","west_5","west",5,"lamella","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"148","W5L","NE4SP",2246664,0.604670048512992,0.97996221853889,0,1.61818608568002,4.95296080034384,0.0827829671363457,9.85336732293851,8.20820749899239,"lamella_west_3","west_5","west",5,"lamella","spore_northeast_1","northeast_4","northeast",4,"spore"
"149","W5L","NW5SP",2498459,0.598374288664553,0.980110906548733,0,1.62966917027981,4.99884648566109,0.0470054595929094,9.85336732293851,8.46440291861712,"lamella_west_3","west_5","west",5,"lamella","spore_northwest_2","northwest_5","northwest",5,"spore"
"150","W5L","W3L",2474044,0.642449156394034,0.984578559635987,0,1.57656383447317,4.65180482912633,0.0646680734182301,9.85336732293851,9.53813703520306,"lamella_west_3","west_5","west",5,"lamella","lamella_west_1","west_3","west",3,"lamella"
"151","W5L","NE5S",2349970,0.606140556462956,0.978500647017236,0,1.75240115886992,5.20771981860605,-0.0322227082665425,9.85336732293851,8.52353874445286,"lamella_west_3","west_5","west",5,"lamella","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"152","W5L","NW3S",2148629,0.61910142453032,0.98020497720662,0,1.76200741051303,5.06470520939356,-0.0918811502989831,9.85336732293851,8.68495915089529,"lamella_west_3","west_5","west",5,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"153","W5L","N2S",2363863,0.634230813760986,0.977030830786109,0,1.83048430310948,5.55805991381251,-0.24433317126602,9.85336732293851,8.92090702626311,"lamella_west_3","west_5","west",5,"lamella","stipe_north_1","north_2","north",2,"stipe"
"154","W5L","W5SP",1985932,0.614780800834934,0.987184918912437,0,1.42532350307776,3.92380068355633,0.0486574538596555,9.85336732293851,8.04338692340584,"lamella_west_3","west_5","west",5,"lamella","spore_west_2","west_5","west",5,"spore"
"155","N2SP","N4SP",2517695,0.584216147597847,0.986379515119127,0,1.52504202200668,4.1113458673907,0.0459683116678753,8.42806324105631,9.69140309024737,"spore_north_1","north_2","north",2,"spore","spore_north_3","north_4","north",4,"spore"
"156","N2SP","N4S",2571947,0.561884922372557,0.978236815666135,0,1.77690587771227,5.22092439969654,-0.225288086445541,8.42806324105631,9.94254415228311,"spore_north_1","north_2","north",2,"spore","stipe_north_3","north_4","north",4,"stipe"
"157","N2SP","NE3S",2578420,0.538596808990041,0.979632774995502,0,1.71700817235382,5.05597167361332,-0.127870422852712,8.42806324105631,10.1367314151562,"spore_north_1","north_2","north",2,"spore","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"158","N2SP","NW4S",2397111,0.568397507273582,0.977865706589679,0,1.6991354084412,5.00189802707593,-0.114628009281955,8.42806324105631,8.29226100713483,"spore_north_1","north_2","north",2,"spore","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"159","N2SP","N4L",2379136,0.616486551305251,0.985943603415953,0,1.51140704157294,4.20860909493625,0.0172116166012722,8.42806324105631,9.7006902315444,"spore_north_1","north_2","north",2,"spore","lamella_north_3","north_4","north",4,"lamella"
"160","N2SP","NE3L",2535558,0.595018640484845,0.981435613284345,0,1.60226007346187,4.82035237978675,-0.00937248903759368,8.42806324105631,9.86431564750248,"spore_north_1","north_2","north",2,"spore","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"161","N2SP","NW5L",2571542,0.565680254157498,0.981835702756142,0,1.61247687611638,4.79833311386305,0.014977820653968,8.42806324105631,10.2442516271712,"spore_north_1","north_2","north",2,"spore","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"162","N2SP","N3SP",2432579,0.585998480279963,0.985684407904925,0,1.50090479688817,4.10696591778654,0.0099611530591981,8.42806324105631,8.72734335024228,"spore_north_1","north_2","north",2,"spore","spore_north_2","north_3","north",3,"spore"
"163","N2SP","W3SP",2388193,0.585731349867978,0.980123487067794,0,1.63795896165825,4.84837542593515,0.0490240991194049,8.42806324105631,8.7405607581908,"spore_north_1","north_2","north",2,"spore","spore_west_1","west_3","west",3,"spore"
"164","N2SP","NW5S",2115601,0.611297486416857,0.976487718129309,0,1.7781750148005,5.32160876807075,-0.131880933084874,8.42806324105631,8.69485725777494,"spore_north_1","north_2","north",2,"spore","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"165","N2SP","NW4L",2506058,0.596863810723522,0.981084949765372,0,1.62690451121195,4.87883550861335,0.0147086964673371,8.42806324105631,9.95883760618417,"spore_north_1","north_2","north",2,"spore","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"166","N2SP","NE4SP",2162333,0.593461743882199,0.979172984656043,0,1.61995521803683,4.88720641339393,0.0535232945591156,8.42806324105631,8.20820749899239,"spore_north_1","north_2","north",2,"spore","spore_northeast_1","northeast_4","northeast",4,"spore"
"167","N2SP","NW5SP",2389987,0.58086067115666,0.979724772416242,0,1.61489876156383,4.83898774160848,0.0203021698672854,8.42806324105631,8.46440291861712,"spore_north_1","north_2","north",2,"spore","spore_northwest_2","northwest_5","northwest",5,"spore"
"168","N2SP","W3L",2352629,0.616203475552876,0.980491144994174,0,1.63279105779098,4.94683557651695,0.0325647873368204,8.42806324105631,9.53813703520306,"spore_north_1","north_2","north",2,"spore","lamella_west_1","west_3","west",3,"lamella"
"169","N2SP","NE5S",2251581,0.591261973593841,0.977592419926836,0,1.74488042505529,5.11169172532068,-0.048064059685408,8.42806324105631,8.52353874445286,"spore_north_1","north_2","north",2,"spore","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"170","N2SP","NW3S",2064964,0.605662905993067,0.978981993077514,0,1.76075597670774,5.02737296568487,-0.111465612590612,8.42806324105631,8.68495915089529,"spore_north_1","north_2","north",2,"spore","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"171","N2SP","N2S",2256911,0.61458875413395,0.976196009378288,0,1.79120003507027,5.38717577722837,-0.25169852433819,8.42806324105631,8.92090702626311,"spore_north_1","north_2","north",2,"spore","stipe_north_1","north_2","north",2,"stipe"
"172","N2SP","W5SP",1918803,0.602641804183896,0.979145265924299,0,1.62714774744439,4.87852881048651,0.0212120077657823,8.42806324105631,8.04338692340584,"spore_north_1","north_2","north",2,"spore","spore_west_2","west_5","west",5,"spore"
"173","N4SP","N4S",2747842,0.580670826478782,0.978960077372644,0,1.87759516339464,5.49537410663078,-0.297747644140467,9.69140309024737,9.94254415228311,"spore_north_3","north_4","north",4,"spore","stipe_north_3","north_4","north",4,"stipe"
"174","N4SP","NE3S",2757648,0.558955135962662,0.980297350767029,0,1.80691849528939,5.32656694035579,-0.189026611199198,9.69140309024737,10.1367314151562,"spore_north_3","north_4","north",4,"spore","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"175","N4SP","NW4S",2523949,0.567026676352284,0.978822642278611,0,1.74287144216793,5.09221273693402,-0.17313500901889,9.69140309024737,8.29226100713483,"spore_north_3","north_4","north",4,"spore","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"176","N4SP","N4L",2511689,0.624489452045172,0.989056700144136,0,1.49935868135775,3.91153808477823,-0.0268206388499002,9.69140309024737,9.7006902315444,"spore_north_3","north_4","north",4,"spore","lamella_north_3","north_4","north",4,"lamella"
"177","N4SP","NE3L",2697719,0.608094239303477,0.982343447132883,0,1.66573231089951,4.99185030030419,-0.0516983044016576,9.69140309024737,9.86431564750248,"spore_north_3","north_4","north",4,"spore","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"178","N4SP","NW5L",2747782,0.584631494112795,0.982772574168446,0,1.67723557480067,4.99500324749788,-0.0255175464111334,9.69140309024737,10.2442516271712,"spore_north_3","north_4","north",4,"spore","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"179","N4SP","N3SP",2562646,0.586999916069647,0.986807910064477,0,1.5305348739258,4.10801112725317,-0.0359669690664539,9.69140309024737,8.72734335024228,"spore_north_3","north_4","north",4,"spore","spore_north_2","north_3","north",3,"spore"
"180","N4SP","W3SP",2510407,0.584837829815098,0.981294282572743,0,1.66738916045515,4.89081439739915,0.00396829270577838,9.69140309024737,8.7405607581908,"spore_north_3","north_4","north",4,"spore","spore_west_1","west_3","west",3,"spore"
"181","N4SP","NW5S",2209240,0.606973697318628,0.977426335542828,0,1.82413391513346,5.39797793328255,-0.18554194460429,9.69140309024737,8.69485725777494,"spore_north_3","north_4","north",4,"spore","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"182","N4SP","NW4L",2663273,0.610111549397809,0.982143146468082,0,1.68920949133485,5.0365237486696,-0.0284138289661275,9.69140309024737,9.95883760618417,"spore_north_3","north_4","north",4,"spore","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"183","N4SP","NE4SP",2256288,0.585854670614352,0.980184895929401,0,1.64277667270928,4.9066621542243,0.00824050819782049,9.69140309024737,8.20820749899239,"spore_north_3","north_4","north",4,"spore","spore_northeast_1","northeast_4","northeast",4,"spore"
"184","N4SP","NW5SP",2511028,0.578418072334814,0.980654442155355,0,1.64935894767436,4.90483170758305,-0.0254112529235055,9.69140309024737,8.46440291861712,"spore_north_3","north_4","north",4,"spore","spore_northwest_2","northwest_5","northwest",5,"spore"
"185","N4SP","W3L",2479596,0.620326883710432,0.9817706589861,0,1.67883199504448,5.01993287530864,-0.0138634307968738,9.69140309024737,9.53813703520306,"spore_north_3","north_4","north",4,"spore","lamella_west_1","west_3","west",3,"lamella"
"186","N4SP","NE5S",2358876,0.587622765455036,0.978585088251443,0,1.78505303053614,5.17850670514419,-0.104792268591416,9.69140309024737,8.52353874445286,"spore_north_3","north_4","north",4,"spore","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"187","N4SP","NW3S",2153452,0.600814804917622,0.980257327400475,0,1.79259570438556,5.0421223920054,-0.164448419215895,9.69140309024737,8.68495915089529,"spore_north_3","north_4","north",4,"spore","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"188","N4SP","N2S",2368772,0.615495061783855,0.977171511454762,0,1.85721231576242,5.51667922282988,-0.316113046859628,9.69140309024737,8.92090702626311,"spore_north_3","north_4","north",4,"spore","stipe_north_1","north_2","north",2,"stipe"
"189","N4SP","W5SP",1991932,0.590544116193504,0.980337323115146,0,1.63856825203389,4.84844143011749,-0.0263933587715735,9.69140309024737,8.04338692340584,"spore_north_3","north_4","north",4,"spore","spore_west_2","west_5","west",5,"spore"
"190","N4S","NE3S",2854871,0.558796677601497,0.985271985160898,0,1.69267895988564,4.65664020033768,0.11738250142491,9.94254415228311,10.1367314151562,"stipe_north_3","north_4","north",4,"stipe","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"191","N4S","NW4S",2581580,0.551322298200179,0.978863130359839,0,1.7504425774879,5.05646863139798,0.0910855593859467,9.94254415228311,8.29226100713483,"stipe_north_3","north_4","north",4,"stipe","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"192","N4S","N4L",2569321,0.607915528680898,0.979316281467301,0,1.84492904693719,5.46802467753722,0.267881624340581,9.94254415228311,9.7006902315444,"stipe_north_3","north_4","north",4,"stipe","lamella_north_3","north_4","north",4,"lamella"
"193","N4S","NE3L",2779624,0.597971031202152,0.979970239298479,0,1.82256792039311,5.42598066515578,0.252329283433609,9.94254415228311,9.86431564750248,"stipe_north_3","north_4","north",4,"stipe","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"194","N4S","NW5L",2842005,0.578136791760701,0.979303840321715,0,1.87337143138313,5.61246795347211,0.287731528772802,9.94254415228311,10.2442516271712,"stipe_north_3","north_4","north",4,"stipe","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"195","N4S","N3SP",2621240,0.56600354184507,0.97847642220778,0,1.79735105998123,5.28508685710959,0.240316098790252,9.94254415228311,8.72734335024228,"stipe_north_3","north_4","north",4,"stipe","spore_north_2","north_3","north",3,"spore"
"196","N4S","W3SP",2564008,0.565951019768428,0.978130140006833,0,1.81745733529945,5.3333536566321,0.28223748634598,9.94254415228311,8.7405607581908,"stipe_north_3","north_4","north",4,"stipe","spore_west_1","west_3","west",3,"spore"
"197","N4S","NW5S",2243420,0.589993090240184,0.982673164508661,0,1.70250055040635,4.69390765814799,0.0881038448550312,9.94254415228311,8.69485725777494,"stipe_north_3","north_4","north",4,"stipe","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"198","N4S","NW4L",2739547,0.599963549729142,0.978815888205478,0,1.87152641626956,5.59812426921321,0.276131244442108,9.94254415228311,9.95883760618417,"stipe_north_3","north_4","north",4,"stipe","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"199","N4S","NE4SP",2293088,0.56452634270306,0.978004454221693,0,1.75325480792016,5.19915110778915,0.265351511036605,9.94254415228311,8.20820749899239,"stipe_north_3","north_4","north",4,"stipe","spore_northeast_1","northeast_4","northeast",4,"spore"
"200","N4S","NW5SP",2565107,0.559244015102061,0.977503663016806,0,1.78805531691434,5.32680547603417,0.239191036703978,9.94254415228311,8.46440291861712,"stipe_north_3","north_4","north",4,"stipe","spore_northwest_2","northwest_5","northwest",5,"spore"
"201","N4S","W3L",2533800,0.605265838584179,0.978682008439913,0,1.8488456433116,5.51605452471305,0.281739810958179,9.94254415228311,9.53813703520306,"stipe_north_3","north_4","north",4,"stipe","lamella_west_1","west_3","west",3,"lamella"
"202","N4S","NE5S",2401994,0.572827999513931,0.983366397972109,0,1.67978530562055,4.54860299282899,0.164314181907722,9.94254415228311,8.52353874445286,"stipe_north_3","north_4","north",4,"stipe","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"203","N4S","NW3S",2184778,0.583253502616387,0.982297419990839,0,1.74388034389184,4.72851649790506,0.106261018425227,9.94254415228311,8.68495915089529,"stipe_north_3","north_4","north",4,"stipe","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"204","N4S","N2S",2412438,0.604599394422835,0.986872447367962,0,1.60098743427664,4.14156108041302,-0.0426068862719962,9.94254415228311,8.92090702626311,"stipe_north_3","north_4","north",4,"stipe","stipe_north_1","north_2","north",2,"stipe"
"205","N4S","W5SP",2016951,0.56665981884953,0.97778120075204,0,1.74224853876483,5.15711159944293,0.227385347462628,9.94254415228311,8.04338692340584,"stipe_north_3","north_4","north",4,"stipe","spore_west_2","west_5","west",5,"spore"
"206","NE3S","NW4S",2589179,0.528057651126685,0.979787229012215,0,1.7132375088568,4.97795486389865,-0.00163926520738013,10.1367314151562,8.29226100713483,"stipe_northeast_1","northeast_3","northeast",3,"stipe","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"207","NE3S","N4L",2575645,0.585535623617893,0.980427893420797,0,1.78014514029184,5.32422236800767,0.159209909584983,10.1367314151562,9.7006902315444,"stipe_northeast_1","northeast_3","northeast",3,"stipe","lamella_north_3","north_4","north",4,"lamella"
"208","NE3S","NE3L",2790316,0.57731522377762,0.981912265447142,0,1.73540936011201,5.16550375223716,0.140127466982347,10.1367314151562,9.86431564750248,"stipe_northeast_1","northeast_3","northeast",3,"stipe","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"209","NE3S","NW5L",2854972,0.558503244050074,0.98079084453049,0,1.7826885066771,5.41894586433757,0.172440531600741,10.1367314151562,10.2442516271712,"stipe_northeast_1","northeast_3","northeast",3,"stipe","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"210","NE3S","N3SP",2628380,0.542741076933833,0.979904056114323,0,1.73335335853067,5.11197169174379,0.139927215036136,10.1367314151562,8.72734335024228,"stipe_northeast_1","northeast_3","northeast",3,"stipe","spore_north_2","north_3","north",3,"spore"
"211","NE3S","W3SP",2570282,0.542280281723698,0.979491778877923,0,1.75413945264477,5.16696761104241,0.183007926028472,10.1367314151562,8.7405607581908,"stipe_northeast_1","northeast_3","northeast",3,"stipe","spore_west_1","west_3","west",3,"spore"
"212","NE3S","NW5S",2246597,0.566458498798874,0.983738544658802,0,1.65824989937547,4.56971390641305,-0.015064602496764,10.1367314151562,8.69485725777494,"stipe_northeast_1","northeast_3","northeast",3,"stipe","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"213","NE3S","NW4L",2749276,0.578932279257181,0.980329882115936,0,1.79547018846555,5.40585704441168,0.163121330151464,10.1367314151562,9.95883760618417,"stipe_northeast_1","northeast_3","northeast",3,"stipe","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"214","NE3S","NE4SP",2296932,0.540581643866126,0.979689497820855,0,1.68691604854788,4.99362754536883,0.173887191533615,10.1367314151562,8.20820749899239,"stipe_northeast_1","northeast_3","northeast",3,"stipe","spore_northeast_1","northeast_4","northeast",4,"spore"
"215","NE3S","NW5SP",2571518,0.53692432748469,0.9789518222055,0,1.72310557746525,5.15713969016896,0.145084818451594,10.1367314151562,8.46440291861712,"stipe_northeast_1","northeast_3","northeast",3,"stipe","spore_northwest_2","northwest_5","northwest",5,"spore"
"216","NE3S","W3L",2539722,0.582599076604284,0.980147588144239,0,1.77449991137029,5.32500838440185,0.17548338426926,10.1367314151562,9.53813703520306,"stipe_northeast_1","northeast_3","northeast",3,"stipe","lamella_west_1","west_3","west",3,"lamella"
"217","NE3S","NE5S",2407107,0.550357214419406,0.985910304360607,0,1.60168714539456,4.20392521274249,0.0681779118430346,10.1367314151562,8.52353874445286,"stipe_northeast_1","northeast_3","northeast",3,"stipe","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"218","NE3S","NW3S",2187735,0.559897111417515,0.983405105159459,0,1.7020377420804,4.60304120316351,0.00557339596814082,10.1367314151562,8.68495915089529,"stipe_northeast_1","northeast_3","northeast",3,"stipe","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"219","NE3S","N2S",2417100,0.579024360331788,0.983674184690716,0,1.67922479392638,4.6594059426781,-0.146012815853026,10.1367314151562,8.92090702626311,"stipe_northeast_1","northeast_3","northeast",3,"stipe","stipe_north_1","north_2","north",2,"stipe"
"220","NE3S","W5SP",2019353,0.541978381146822,0.979015517995284,0,1.69155023122608,5.01255811240518,0.134793659254306,10.1367314151562,8.04338692340584,"stipe_northeast_1","northeast_3","northeast",3,"stipe","spore_west_2","west_5","west",5,"spore"
"221","NW4S","N4L",2380830,0.595359803109995,0.978454569563059,0,1.71848991766799,5.14688407021895,0.147067724051819,8.29226100713483,9.7006902315444,"stipe_northwest_2","northwest_4","northwest",4,"stipe","lamella_north_3","north_4","north",4,"lamella"
"222","NW4S","NE3L",2541795,0.580696191277187,0.979037691900499,0,1.69373176294723,5.09009337545248,0.120685360660621,8.29226100713483,9.86431564750248,"stipe_northwest_2","northwest_4","northwest",4,"stipe","lamella_northeast_1","northeast_3","northeast",3,"lamella"
